"cell","ordering_set","pseudotime","program","sample","condition"
"K183156_CELL1454_N2","program_DE_top500",0.461778542283474,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL1489_N5","program_DE_top500",10.0138042513276,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1614_N2","program_DE_top500",16.9230563050651,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL1662_N2","program_DE_top500",17.347109026932,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1675_N4","program_DE_top500",17.6727371654815,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1694_N3","program_DE_top500",9.32499514009345,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL1727_N2","program_DE_top500",17.4366868562778,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL1729_N3","program_DE_top500",10.3480868663167,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1811_N3","program_DE_top500",17.4720342520176,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1827_N2","program_DE_top500",15.6347827910557,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1828_N6","program_DE_top500",17.442127327279,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1884_N3","program_DE_top500",17.4386244106942,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1943_N4","program_DE_top500",17.6500204557237,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1957_N2","program_DE_top500",17.4123972373295,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL1963_N3","program_DE_top500",10.1557600845363,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL1973_N3","program_DE_top500",12.4499558103908,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL1979_N4","program_DE_top500",17.4335090370386,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2019_N4","program_DE_top500",17.5150188691624,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2048_N3","program_DE_top500",17.6727989943803,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2078_N2","program_DE_top500",17.2260938440518,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2081_N2","program_DE_top500",10.4286474563064,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2091_N3","program_DE_top500",14.0483639133041,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2113_N3","program_DE_top500",17.3231954589894,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2138_N3","program_DE_top500",13.5860873304885,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2159_N5","program_DE_top500",17.5814863944643,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2178_N3","program_DE_top500",17.3270980292502,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2231_N4","program_DE_top500",13.7451322915229,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL2242_N2","program_DE_top500",17.6473311193134,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2337_N3","program_DE_top500",16.0365035273029,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2359_N3","program_DE_top500",17.0332886209075,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2371_N2","program_DE_top500",17.3919438870856,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2428_N2","program_DE_top500",17.3443450656019,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2433_N2","program_DE_top500",16.5358900513425,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2447_N3","program_DE_top500",10.5045305380194,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2454_N4","program_DE_top500",13.9790286599154,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2473_N2","program_DE_top500",10.4425130988339,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2499_N3","program_DE_top500",17.350338920084,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2529_N3","program_DE_top500",17.3308484331204,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2551_N2","program_DE_top500",0.314928927542812,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL2555_N3","program_DE_top500",17.4058197559901,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2620_N2","program_DE_top500",17.2961030957118,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2649_N3","program_DE_top500",17.5421402039771,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2658_N3","program_DE_top500",17.5556720723936,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2748_N3","program_DE_top500",17.5219922840788,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2769_N3","program_DE_top500",10.9632476725661,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2775_N2","program_DE_top500",12.0208941086942,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2778_N4","program_DE_top500",16.2116413472511,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2827_N2","program_DE_top500",17.4256459821946,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2846_N2","program_DE_top500",9.83044304727738,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2938_N4","program_DE_top500",10.6726056819106,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2945_N4","program_DE_top500",17.5498768150858,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2946_N3","program_DE_top500",10.5038063110307,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2958_N2","program_DE_top500",11.3669518010541,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL2981_N2","program_DE_top500",16.2845331237002,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL2982_N2","program_DE_top500",13.9252473213624,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3016_N5","program_DE_top500",17.2327963760505,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3046_N3","program_DE_top500",16.7756254983949,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3060_N2","program_DE_top500",17.3207202221891,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3087_N5","program_DE_top500",17.4015072292259,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3120_N2","program_DE_top500",14.3267145433343,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3150_N3","program_DE_top500",16.4565656479642,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3175_N3","program_DE_top500",16.5862608261159,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3188_N3","program_DE_top500",17.2992375766813,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3213_N3","program_DE_top500",14.4843491219283,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3229_N6","program_DE_top500",12.7409796588167,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3282_N3","program_DE_top500",14.1426452452953,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3331_N2","program_DE_top500",12.6225794847914,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3334_N3","program_DE_top500",9.71131231341193,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3366_N2","program_DE_top500",9.9269315526467,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3417_N2","program_DE_top500",9.99506594648539,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3422_N3","program_DE_top500",16.310668899065,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3434_N3","program_DE_top500",17.7429620991294,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3519_N5","program_DE_top500",13.041210589348,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3538_N3","program_DE_top500",15.0666396078769,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3547_N3","program_DE_top500",16.9675109550591,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3560_N3","program_DE_top500",17.5586787453893,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3568_N2","program_DE_top500",9.58945766749326,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3584_N2","program_DE_top500",17.3613174371209,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3589_N9","program_DE_top500",17.3147102049314,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3599_N2","program_DE_top500",17.3370479462396,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3618_N2","program_DE_top500",9.50401556305586,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3629_N3","program_DE_top500",14.5894139289857,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3682_N6","program_DE_top500",17.4334970549041,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3787_N2","program_DE_top500",10.2028671363899,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL3796_N4","program_DE_top500",14.6506116364848,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL3811_N2","program_DE_top500",16.8114159136663,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3836_N2","program_DE_top500",17.5020460576545,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL3983_N2","program_DE_top500",10.2023425082742,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4036_N2","program_DE_top500",16.0280383606403,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4044_N2","program_DE_top500",17.1640578578365,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4087_N4","program_DE_top500",17.6437355061962,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4095_N2","program_DE_top500",17.5712423507271,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4111_N2","program_DE_top500",9.37246713794207,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4181_N4","program_DE_top500",17.3619094227367,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4245_N2","program_DE_top500",15.8080685826431,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4250_N2","program_DE_top500",10.4802277079841,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4256_N3","program_DE_top500",11.2037472945591,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4302_N4","program_DE_top500",9.68032902222452,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4321_N3","program_DE_top500",16.4602197243933,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4352_N2","program_DE_top500",16.6740538779856,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4353_N3","program_DE_top500",17.4668081527308,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4414_N2","program_DE_top500",9.60008755043288,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4417_N4","program_DE_top500",12.1471470101657,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4525_N2","program_DE_top500",17.3281499923549,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4527_N2","program_DE_top500",17.483736104685,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4530_N2","program_DE_top500",9.77693430041147,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4548_N2","program_DE_top500",17.3755730131081,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4592_N3","program_DE_top500",10.5678724060898,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4602_N2","program_DE_top500",17.2742962445991,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4661_N3","program_DE_top500",17.3133435760774,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4664_N3","program_DE_top500",15.7603091629763,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4670_N2","program_DE_top500",17.2893090877657,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4716_N2","program_DE_top500",16.8428262463751,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4735_N2","program_DE_top500",15.9806084408226,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4737_N2","program_DE_top500",13.1092452537307,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4769_N2","program_DE_top500",11.9186829188717,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4774_N4","program_DE_top500",8.42579076996498,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4785_N3","program_DE_top500",17.4538427508511,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4832_N2","program_DE_top500",13.6637601766058,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL4864_N4","program_DE_top500",17.5462080418448,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4890_N2","program_DE_top500",0.362050394278424,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL4903_N1","program_DE_top500",17.2778884864246,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4906_N2","program_DE_top500",13.0622920503077,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4926_N5","program_DE_top500",17.2178079797852,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL4970_N3","program_DE_top500",17.7277574112046,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5033_N2","program_DE_top500",16.3665773907991,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5062_N2","program_DE_top500",17.4427320930852,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5063_N3","program_DE_top500",17.4248731024687,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5156_N2","program_DE_top500",17.3579977520387,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5164_N2","program_DE_top500",15.0017270282192,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5178_N2","program_DE_top500",18.1493086557925,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5230_N3","program_DE_top500",17.4370279845122,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5234_N3","program_DE_top500",13.6816963013197,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5237_N4","program_DE_top500",17.4978413641307,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5261_N4","program_DE_top500",17.3195544577179,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5282_N4","program_DE_top500",17.522101421683,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5296_N5","program_DE_top500",17.5573118535086,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5331_N2","program_DE_top500",16.8269625853473,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5391_N3","program_DE_top500",17.6417723655517,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5395_N2","program_DE_top500",0.391822981369637,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5401_N4","program_DE_top500",12.7194352371915,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5416_N2","program_DE_top500",17.5091076410075,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5429_N3","program_DE_top500",10.2423716604748,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5448_N5","program_DE_top500",17.5122805574657,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5527_N1","program_DE_top500",9.83894828950724,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5538_N3","program_DE_top500",17.2764602586232,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5560_N2","program_DE_top500",17.4711750627526,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5595_N2","program_DE_top500",17.3500288256142,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5657_N3","program_DE_top500",16.9585101600216,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5696_N2","program_DE_top500",17.3580548828691,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5725_N2","program_DE_top500",17.3122379593016,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5765_N2","program_DE_top500",17.3952673284519,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5796_N2","program_DE_top500",17.2275626815171,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5802_N2","program_DE_top500",17.1540732988985,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5859_N3","program_DE_top500",17.3747553226703,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5863_N2","program_DE_top500",10.1336481791424,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5864_N4","program_DE_top500",17.2162675847019,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5889_N3","program_DE_top500",17.2013741616093,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL5901_N2","program_DE_top500",15.8912250162337,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5919_N2","program_DE_top500",14.6053001738934,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL5921_N3","program_DE_top500",15.0897351195637,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL5930_N3","program_DE_top500",10.3888074255734,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6004_N1","program_DE_top500",14.7878040764579,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6040_N2","program_DE_top500",16.148653994424,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6049_N2","program_DE_top500",17.3181996147585,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6069_N4","program_DE_top500",17.6406016680573,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6103_N3","program_DE_top500",9.30952907034525,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6123_N3","program_DE_top500",0.37588751349671,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6165_N3","program_DE_top500",0.358911786111925,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6200_N3","program_DE_top500",15.9600626212443,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6202_N6","program_DE_top500",17.3858371954913,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6203_N4","program_DE_top500",14.1597324117221,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6238_N2","program_DE_top500",7.19834484931904,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6255_N3","program_DE_top500",16.9048782071473,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6300_N4","program_DE_top500",16.7001340945893,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6303_N2","program_DE_top500",0.327478082666248,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6336_N2","program_DE_top500",15.6329213375574,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6421_N1","program_DE_top500",17.5258072394247,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6484_N5","program_DE_top500",17.3221181020962,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6512_N3","program_DE_top500",10.3189989210543,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6587_N3","program_DE_top500",10.2491854550226,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6598_N2","program_DE_top500",14.3007453902825,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6632_N3","program_DE_top500",17.537798232766,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6661_N3","program_DE_top500",13.4671125484624,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6708_N2","program_DE_top500",9.97541285446977,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6743_N3","program_DE_top500",8.12419338301452,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6793_N2","program_DE_top500",9.96331116182413,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6846_N3","program_DE_top500",16.3600172350668,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL6847_N2","program_DE_top500",17.4207925574675,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6863_N2","program_DE_top500",17.3914048103788,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6864_N2","program_DE_top500",10.477157602588,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6877_N2","program_DE_top500",12.1303433505065,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL6880_N3","program_DE_top500",17.6158667340746,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6895_N3","program_DE_top500",16.4254908817679,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6901_N2","program_DE_top500",17.79400083959,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6934_N3","program_DE_top500",9.17648270740974,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL6963_N2","program_DE_top500",17.3441231444034,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7069_N2","program_DE_top500",16.6214402381034,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7158_N2","program_DE_top500",17.2241221060939,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7161_N2","program_DE_top500",15.5914904377376,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7162_N1","program_DE_top500",11.068784705099,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7191_N2","program_DE_top500",16.8526114692595,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7217_N4","program_DE_top500",17.3295743816987,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7304_N2","program_DE_top500",16.9375029875139,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7334_N1","program_DE_top500",12.9898576866869,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7359_N4","program_DE_top500",13.2697090853079,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7363_N2","program_DE_top500",6.8445827745318,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7392_N2","program_DE_top500",17.1852397889418,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7395_N4","program_DE_top500",17.4026275913256,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7397_N3","program_DE_top500",17.5033351077954,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7420_N2","program_DE_top500",16.0167754789958,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7439_N2","program_DE_top500",17.2681156986285,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7455_N5","program_DE_top500",15.838368850182,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7463_N3","program_DE_top500",13.0539646452127,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7468_N3","program_DE_top500",15.0805550013399,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7483_N2","program_DE_top500",17.5665643728285,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7486_N2","program_DE_top500",13.9172090751747,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7503_N3","program_DE_top500",9.73615357374879,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7515_N2","program_DE_top500",17.4437283938551,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7536_N2","program_DE_top500",17.3220689078575,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7554_N2","program_DE_top500",9.87673186426588,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7586_N3","program_DE_top500",14.3177692219822,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7640_N2","program_DE_top500",16.6891605808039,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7666_N2","program_DE_top500",17.3226538341609,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7691_N4","program_DE_top500",9.41462128111317,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7755_N2","program_DE_top500",17.2812415799145,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7814_N3","program_DE_top500",17.6297313820798,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7819_N2","program_DE_top500",17.4887866888411,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7822_N2","program_DE_top500",7.07117447388401,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7832_N1","program_DE_top500",17.3397669601224,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7842_N2","program_DE_top500",17.2283100653007,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7844_N3","program_DE_top500",11.3508204727286,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7856_N2","program_DE_top500",17.4514403538548,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7863_N2","program_DE_top500",17.3656732246127,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7890_N3","program_DE_top500",17.5814880662922,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL7899_N3","program_DE_top500",10.376759013244,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7912_N2","program_DE_top500",9.37695304879485,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL7923_N4","program_DE_top500",7.75846026204902,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL7942_N2","program_DE_top500",17.5756700530568,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8057_N3","program_DE_top500",17.3371407011069,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8067_N2","program_DE_top500",17.3146386809995,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8069_N4","program_DE_top500",17.3336860808582,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8077_N1","program_DE_top500",11.8738087225096,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8086_N3","program_DE_top500",10.3447978795008,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8087_N1","program_DE_top500",17.2444840730847,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8097_N2","program_DE_top500",10.0932522364042,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8111_N5","program_DE_top500",17.3660224390913,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8140_N3","program_DE_top500",8.5065290922122,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
"K183156_CELL8146_N3","program_DE_top500",12.2356597065237,"Matrix-remodeling fibroblasts","K183156","Keloid"
"K183156_CELL8150_N3","program_DE_top500",12.9660312960525,"ECM-producing fibroblasts","K183156","Keloid"
"K183156_CELL8275_N2","program_DE_top500",9.58280207728176,"Homeostatic/regulatory fibroblasts","K183156","Keloid"
